TieuDe,Gia,DienTich,GiaTrenM2,PhongNgu,WC,Quan,TinhThanh
"Chính chủ bán nhà khu Trần Não, Bình An, Quận 2, diện tích đất 159m2, giá 19 tỷ 9 LH: 0906 327 ***",19.9,159.0,125.16,3,2,Quận 2,Hồ Chí Minh
"(Chuẩn) Bán nhà Khương Đình SĐCC, ngõ nông 1 ngoặt, DT 37m2x4 tầng, 6PN, 2 thoáng, giá 5.5 tỷ",5.5,37.0,148.65,6,3,Thanh Xuân,Hà Nội
"Cực hiếm! Nhà phân lô Hoàng Quốc Việt, Nghĩa Đô, ô tô tránh, thang máy, gara, mặt tiền lớn, 75m2x6t",22.0,75.0,293.33,,6,Cầu Giấy,Hà Nội
"CHÍNH CHỦ BÁN CĂN NHÀ QUANG TRUNG - NGAY NGÃ 5 CHUỒNG CHÓ DIỆN TÍCH 73M2, GIÁ 7,5TỶ 0946,746,009",7.5,73.0,102.74,2,2,Gò Vấp,Hồ Chí Minh
"Bán nhà riêng 50m2 Xuân Thuỷ, Cầu Giấy phân lô 2 thoáng trước sau, ô tô tránh.",15.0,50.0,300.0,4,4,Cầu Giấy,Hà Nội
"Cần bán nhà 24/21 Lam Sơn, P2, TB 4.5mx10m, nhà mới xây 2 lầu ST giá 8.8 tỷ",8.8,45.0,195.56,,,Tân Bình,Hồ Chí Minh
"Không đâu rẻ hơn! Nhà phố Lạc Long Quân - Cầu Giấy 60m2 x 7 tầng thang máy, ô tô tránh, sổ hoa hậu",21.5,54.0,398.15,6,6,Cầu Giấy,Hà Nội
"BÁN NHÀ LÊ QUÝ ĐÔN 60M 4 TẦNG THOÁNG SÁNG, CÁCH MẶT PHỐ 5M. GIÁ CHỈ 11 TỶ!",11.0,60.0,183.33,,,Hai Bà Trưng,Hà Nội
"bán nhà mặt tiền nội bộ C39 phường NCT quận 1 nguyễn trãi bộ công an, vị trí cực đẹp đất vuông",25.0,95.0,263.16,,,Quận 1,Hồ Chí Minh
"Bán nhà Bùi Đình Tuý, Bình Thạnh, hẻm xe hơi thông 6m, DT 3.2x15.6m, nở hậu 3.3m , giá 6.2 tỷ",6.2,49.92,124.2,,,Bình Thạnh,Hồ Chí Minh
"Siêu phẩm Lê Trọng Tấn P.BHH hẻm 6m sát mặt tiền, 5x9m, 1 trệt 3 lầu, gần chợ, giá 5.9 tỷ TL",5.9,45.0,131.11,,,Bình Tân,Hồ Chí Minh
"Bán nhà Xuân Đỉnh - \"\"gói trọn\"\" tiện ích Ngoại Giao Đoàn 33m2 x5 tầng nhà mới ở luôn - giá chỉ 6",,,,,,5 WC,
BÁN NHÀ GÓC 3MT HẺM 3.5m HOÀ HƯNG P13 Q10 3.7X15(44m2) TRỆT LỬNG 2 LẦU ST 4PN 4WC GIÁ 7.5 TỶ TL,7.5,44.0,170.46,4,4,Quận 10,Hồ Chí Minh
"Nhà đường Lê Cơ KDC Nam Hùng Vương quận Bình Tân hẻm xe hơi thông 2 tầng 5x12 giá 3,9 tỷ bao đầu tư",3.9,60.0,65.0,2,2,Bình Tân,Hồ Chí Minh
"Bán gấp nhà riêng tại Đường Miễu Ông, Xã Tân Bình, Vĩnh Cửu, Đồng Nai, 2,25 tỷ, 100m2",2.25,100.0,22.5,3,2,Vĩnh Cửu,Đồng Nai
"Nhà mới đầy đủ nội thất mới 100%, HXH, Trần Văn Đang Q3. Sổ hồng riêng, hoàn công đầy đủ",4.58,23.0,199.13,2,2,Quận 3,Hồ Chí Minh
"Độc Nhất Vô Nhị Nhà Hoàng Cầu Phân Khúc Cực Hiếm Nhà Bán Chỉ Nhỉnh 12 Tỷ 45m , 5 Tầng Nhà Dân Xây",12.6,45.0,280.0,4,4,Đống Đa,Hà Nội
Siêu phẩm tòa nhà dòng tiền phố Yên Hòa - Cầu Giấy,18.48,68.0,271.76,10,12,Cầu Giấy,Hà Nội
"Bán gấp nhà riêng mới xây tại 141/43/ hẻm xe hơi đường Số 28 (hẻm Lê Đức Thọ) P6, Gò Vấp",6.5,35.0,185.71,3,3,Gò Vấp,Hồ Chí Minh
"Biệt thự góc 2MT hẻm Trần Đình Xu thông Trần Hưng Đạo, p. Cầu Kho, Q1, DT 320m2, giá chỉ 82 tỷ",82.0,320.0,256.25,,,Quận 1,Hồ Chí Minh
"Siêu phẩm đầu tư - Nhà mặt tiền đường tuyến Cách Mạng Tháng 8, Quận 1",88.0,350.0,251.43,,,Quận 10,Hồ Chí Minh
Bán toà căn hộ tại đường Hùng Vương - Cách Chợ đêm Nha Trang chỉ 100m,26.0,117.0,222.22,8,10,Nha Trang,Khánh Hòa
"Bán nhà riêng đẹp tại Gia Sàng, Thái Nguyên, 45 tỷ, 1700m2, 5PN, 5WC, chính chủ",45.0,1.7,26.47,5,5,Thái Nguyên,Thái Nguyên
"Bán nhà 4 tầng full công năng 4 ngủ chỉ 2,xxx tỷ",2.45,45.0,54.44,4,3,Hải An,Hải Phòng
"Bán biệt thự Indochine tại Xóm Tây, Quốc Oai, Hà Nội, 36 triệu/m2, 200.1m2, view núi Thầy",7.2,200.1,36.0,3,1,Quốc Oai,Hà Nội
"Bán nhà riêng 5 tầng, thang máy, ngõ thông, gần phố, ô tô vào nhà Yên Lạc - Kim Ngưu",14.75,46.0,320.65,3,3,Hai Bà Trưng,Hà Nội
"Bán nhà Tây Thạnh Tân Phú, 4.5x16m, 2 tầng, Hẻm nhựa 7m, sổ vuông vức, Chỉ 7tỷ29, 0949 226 ***",7.29,72.0,101.25,3,3,Tân Phú,Hồ Chí Minh
Nhà chính chủ - đường Láng - 7tỷ4 - 5 tầng - ngõ thông - hàng hiếm còn xót lại - nhanh chân mới kịp,7.4,35.0,211.43,4,4,Đống Đa,Hà Nội
"Bán nhà Xuân Diệu Tây Hồ 120m2 7 tầng 14 căn hộ khép kín. Ngõ nông, oto vào nhà, tương lai, 38 tỷ",38.0,120.0,316.67,14,14,Tây Hồ,Hà Nội
"Bán nhà phố Nguyễn Tuân,Thanh Xuân ô tô ra vào kinh doanh thuận tiện 3 thoáng 62m2 5T 20,5 tỷ",20.5,62.0,330.64,,,Thanh Xuân,Hà Nội
"Bán nhà HXH 8m Đường số 9 P.16, DT 4x20m, 1 trệt 3 lầu. Giá 8,6 tỷ",8.6,80.0,107.5,5,6,Gò Vấp,Hồ Chí Minh
"Trần Khát Chân- ô tô tránh - gara ô tô - 50m2 - chỉ 7,5 tỷ - mặt tiền cực khủng",7.5,50.0,150.0,4,4,Hai Bà Trưng,Hà Nội
"XUÂN THUỶ CẦU GIẤY - MẶT NGÕ TO NHƯ PHỐ - 60M, MT 4.5M - KINH DOANH - ÔTÔ TRÁNH DỪNG ĐỖ NGÀY ĐÊM.",19.5,60.0,325.0,4,3,Cầu Giấy,Hà Nội
"Nhà 3 tầng 3PN Bình Chuẩn, Thuận An, Bình Dương SHR giá chỉ 2,9 tỷ",2.9,60.0,48.33,3,2,Thuận An,Bình Dương
"Bán nhà 1 trệt 2 lầu hoàn công 3,65 tỷ cách Thủ Đức 6km, p.Tân Đông Hiệp, Tp.Dĩ An",3.65,60.0,60.83,4,4,Dĩ An,Bình Dương
"Bán gấp Nhà riêng tại Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM, 13,5 tỷ, 70,7m2",13.5,70.7,190.95,9,10,Quận 3,Hồ Chí Minh
"Nhà mới ô tô đỗ cửa ngày đêm, vào nhà thoải mái tại Đức Giang, hàng cực hiếm, giá nhỉnh 7 tỷ",7.5,32.0,234.38,3,4,Long Biên,Hà Nội
"Giảm 3 tỷ bán nhà sát mặt tiền Trường Sa, 3 tầng, hẻm xe tải kinh doanh, khuôn đất chuẩn chỉnh",12.3,55.5,221.62,4,4,Bình Thạnh,Hồ Chí Minh
Siêu phẩm 37m2 - 20m ô tô tránh - vị trí đỉnh 139 Nguyễn Ngọc Vũ - sổ đỏ đẹp,8.5,37.0,229.73,,,Cầu Giấy,Hà Nội
"Bán tòa nhà căn hộ dịch vụ, Lê Trọng Tấn, Q. Bình Tân. Giá 23,8 tỷ còn TL, xây dựng mới 100%",23.8,300.0,79.33,55,55,Bình Tân,Hồ Chí Minh
"Bán Nhà 3 Tầng Full Nội Thất Ô Tô Đỗ Cửa Tại Đông La, Hoài Đức",4.0,36.2,110.5,3,3,Hoài Đức,Hà Nội
BÁN NHÀ - ĐẤT PHÂN LÔ - CẦU GIẤY,15.5,50.0,310.0,,,Cầu Giấy,Hà Nội
Gần mặt phố Nguyễn Khả Trạc - trung tâm Cầu Giấy - 60m2 5 tầng MT 4.5m - kinh doanh ngày đêm,22.3,60.0,371.67,6,6,Cầu Giấy,Hà Nội
"Phân lô quân đội ô tô đỗ cửa Ngô Quyền 39m2 x 4T, MT 3.9m nhà đẹp ở ngay full nội thất",9.65,39.0,247.44,4,4,Hà Đông,Hà Nội
Chính chủ bán nhà Cầu Doãn Kế Thiện Cầu Giấy 41m2 5T 7P moning đỗ cửa ô tô tránh 1 nhà 0961 450 ***.,11.0,41.0,268.29,7,7,Cầu Giấy,Hà Nội
Siêu CHDV 97m2 13 phòng dòng tiền 60tr/th ngay kế Phan Xích Long Phú Nhuận,13.99,97.0,144.23,13,13,Phú Nhuận,Hồ Chí Minh
"Nhà vườn mới xây DT đất 219m2 Mỹ Hạnh Bắc, Đức Hòa, Long An, giá 2,5 tỷ",2.5,219.0,11.42,3,2,Đức Hòa,Long An
"Bán CC mini tại Phạm Ngọc Thạch Đống Đa, Hà Nội, 16 tỷ, 68m2, view đẹp, uy tín 7 tầng thang máy",16.0,68.0,235.29,18,18,Đống Đa,Hà Nội
"Siêu phẩm vừa cập bến Bùi Xương Trạch - Thanh Xuân. Chỉ 200tr/m, nhà đẹp, lô góc, nội thất đầy đủ",9.3,46.0,202.17,3,3,Thanh Xuân,Hà Nội
Cần bán gấp nhà Hoàng Mai. DT 60m2 3tầng 7.595 tỷ,7.6,60.0,126.58,3,3,Hoàng Mai,Hà Nội
"BÁN NHÀ HOÀI THANH VỊ TRÍ ĐẸP, GIÁ TỐT, CHỦ THIỆN CHÍ BÁN NHANH",7.7,80.0,96.25,2,1,Ngũ Hành Sơn,Đà Nẵng
"Bán nhà đường TAM TRINH, Phân lô, 05 tầng, 46m2- KCBT. quận Hai Bà Trưng, Hà Nội- Giá TL 8.35 tỷ",8.35,46.0,181.52,4,3,Hai Bà Trưng,Hà Nội
"Bán nhà riêng 5PN, 5WC, 60m2 tại Xã Mai Đình, Sóc Sơn, Hà Nội, 4,5 tỷ",4.5,60.0,75.0,5,5,Sóc Sơn,Hà Nội
(PHÂN LÔ) Bán nhà mặ ngõ Thái Thịnh 55mx4T sổ vuông 2 thoáng 15 tỷ KD VP gần phố ngã tư sở Đống Đa,15.0,55.0,272.73,4,4,Đống Đa,Hà Nội
"Chủ định cư, Dư nhà bán; Giá chỉ 7,2T còn thương lượng mạnh; TẶNG FULL NỘI THẤT",7.2,53.0,135.85,2,2,Quận 7,Hồ Chí Minh
"Bán Nhà Phân lô Ngõ Phố Trích Sài - Lạc Long Quân. DT 62 m2, Xây 4 Tầng, MT 5,2 m ( Giá 21 tỷ )",21.0,62.0,338.71,,,Tây Hồ,Hà Nội
"siêu hấp dẫn! bán nhà ngang 6m DTCN: 101m2 tại phường 8, Quận 3, HCM giá siêu hời chỉ với 19 tỷ TL",19.0,101.0,188.12,4,4,Quận 3,Hồ Chí Minh
Sài Đồng bán nhà 8 tầng thang máy full nội thất cao cấp đường ô tô tránh kinh doanh đỉnh,13.0,60.0,216.67,3,3,Long Biên,Hà Nội
"SIÊU PHẨM LONG BIÊN, GARA 2 Ô TÔ, TRƯỚC NHÀ Ô TÔ TRÁNH, THIẾT KẾ HIỆN ĐẠI, SANG TRỌNG",21.0,70.0,300.0,4,4,Long Biên,Hà Nội
Phố Tây Sơn Lô Góc Hai Mặt Thoáng Thang Máy Nhập Khẩu Dòng Tiền Cho Thuê 100Tr Tháng,16.8,60.0,280.0,12,,Đống Đa,Hà Nội
Căn Duy Nhất Bành Văn Trân HXH 6m giá chỉ: 6.990 tỷ TL 1 trệt 2 lầu ST nhà mới ở liền kiếm không ra,6.99,33.0,211.82,3,4,Tân Bình,Hồ Chí Minh
"SIÊU ĐẸP HIẾM HAI Ô TÔ TRÁNH DỪNG ĐỖ PHÂN LÔ BÀN CỜ - HƯNG THỊNH 45 M , MT 4.5 M GIÁ 8 TỶ",8.0,45.0,177.78,6,5,Hoàng Mai,Hà Nội
"Bán NR 3PN 2WC tại Tam Trinh, Hoàng Mai, 6,3 tỷ, 33,8m2 hàng hiếm giá cực chất",6.3,33.8,186.39,3,2,Hoàng Mai,Hà Nội
"PHÂN LÔ VIP LÊ TRỌNG TẤN - THANH XUÂN , 90M , MẶT TIỀN 5M , VỈ HÈ RỘNG, Ô TÔ TRÁNH . GIÁ : 26 TỶ !",26.0,90.0,288.89,4,4,Thanh Xuân,Hà Nội
"Bán nhà phân lô đại học Ngoại Ngữ - Trần Quốc Hoàn, DT 40m2, 5 tầng thang máy",17.25,40.0,431.25,7,4,Cầu Giấy,Hà Nội
Nhà 4 tầng ngay Hoàng Diệu 2 - 80m2(4.5x18m) - 4PN 4WC - Đường 8m thông - 9.5 Tỷ,9.5,80.0,118.75,4,4,Thủ Đức,Hồ Chí Minh
"Nhỉnh 7 tỷ, lô góc, ô tô tránh, hàng hiếm 47m2 tại Kim Chung gần VĐ 3.5, Trịnh Văn Bô, QL 32",7.29,47.0,155.11,4,4,Hoài Đức,Hà Nội
"Ngay mặt phố cách Xã Đàn 50m 57 tỷ - 160m2 7 tầng MT 7,7m - dòng tiền 4tỷ/năm - e Phương 0868 779 ***",57.0,160.0,356.25,40,42,Đống Đa,Hà Nội
"Nhà chính chủ 1 trệt 1 lầu, ngang 8m. 200tc, đất sạch phủ hồng tại Long Phước, Bà Rịa, VT.",4.5,200.0,22.5,8,3,Bà Rịa,Bà Rịa Vũng Tàu
"Tòa nhà Văn Phòng tại hẻm 8M thông Phổ Quang - gần sân bay TSN. 5x20, 8 tầng + hầm + thang máy.",35.0,120.0,291.67,,,Tân Bình,Hồ Chí Minh
"Bán nhà hẻm 254, Thái Phiên, P8, Q11, TP. Hồ Chí Minh",13.0,65.7,197.87,10,6,Quận 11,Hồ Chí Minh
Bán gấp- căn nhà Ô TÔ đỗ cửa - ngay gần ngã tư Vạn Phúc - Thang máy - DT 44m2 - gía 9tỷ3,9.3,44.0,211.36,3,4,Hà Đông,Hà Nội
"Chính chủ bán rẻ hơn thị trường nhà ở Bạch Mai| 46m2 x 4 tầng đầy đủ nội thất cao cấp: 8,1 tỷ",8.1,46.0,176.09,4,4,Hai Bà Trưng,Hà Nội
"Bán nhà riêng tại Vũng Việt, 8 tỷ, 409m2, 2PN, 1WC, Q. Dĩ An, Bình Dương, hot",8.0,409.0,19.56,2,1,Dĩ An,Bình Dương
"Bán nhà mới đúc 3 tấm 350/20/7 P9 (P8 mới) Quận Gò vấp TP HCM giá chỉ 5,88 tỷ",5.88,36.0,163.33,4,3,Gò Vấp,Hồ Chí Minh
"Bán nhà biệt thự Phổ Quang - Huỳnh Lan Khanh, P. 2, Tân Bình, DT: 8x25m, 3 tầng, giá chỉ: 29 tỷ TL",29.0,200.0,145.0,,,Tân Bình,Hồ Chí Minh
"Bán nhà hẻm nhựa 8m Lê Văn Sỹ, ngay gần Trần Quang Diệu. DT: 7 x 16m. 4 tầng. Giá chỉ: 25,5 tỷ",25.5,105.0,242.86,,,Quận 3,Hồ Chí Minh
"Bán nhà HIẾM 3 thoáng phố Lê Văn Thiêm ô tô ra vào an sinh cực đỉnh sát mặt phố 55m2 5T 19,5 tỷ",19.5,55.0,354.54,,,Thanh Xuân,Hà Nội
"Bán nhà phân lô 2 thoáng sát mặt phố Ngụy Như Kon Tum oto tránh vỉa hè kinh doanh 68m2 6T 25,8 tỷ",25.8,68.0,379.41,,,Thanh Xuân,Hà Nội
"08/5/2025 bán nhà Thể Giao MT 4m 17,3 tỷ đầy đủ nội thất mới, 41,6m2, 3PN + 3WC, Hai Bà Trưng, HN",17.3,41.6,415.86,3,3,Hai Bà Trưng,Hà Nội
"Bán nhà riêng đường Trịnh Hoài Đức, Hiệp Phú, tp Thủ Đức, DT 52m2, hẻm xe hơi, giá bán 5,2 tỷ",5.2,52.0,100.0,,,Thủ Đức,Hồ Chí Minh
Siêu phẩm nhà đẹp Kim Mã Quận Ba Đình - nhà 2 mặt thoáng vĩnh viễn - ô tô đỗ tránh cách nhà 10m,10.6,47.0,225.53,4,5,Ba Đình,Hà Nội
"Bán tòa Chung cư mini 80m2 mới tinh thiết kế 17 phòng cho thuê, PCCC đầy đủ tại Tân Triều",19.0,80.0,237.5,,,Thanh Trì,Hà Nội
Cần bán gấp nhà HXH Cách Mạng Tháng 8 - P. 12 - Q. 10 - trung tâm Q. 10 TP. HCM,6.0,34.2,175.44,2,2,Quận 10,Hồ Chí Minh
"Bán tòa CHDV cao cấp. Ngõ ôtô tránh, dòng tiền 135 triệu/tháng: 100m2 x7 tầng, MT 6.5m giá 27 tỷ",27.0,95.0,284.21,25,25,Hoàng Mai,Hà Nội
"Bán nhà ô tô đỗ gần trục chính tổ 4 Đa Sỹ ngã 5 Hà Trì full nội thất ngõ rộng giá chỉ 7,8tỷ 45m2",7.8,45.0,173.33,,,Hà Đông,Hà Nội
Chính chủ bán nhà ngang 6m hẻm Củ Chi - Vĩnh Hải,6.2,118.0,52.54,4,2,Nha Trang,Khánh Hòa
"Bán nhà riêng Định Công 40m_6 tầng, ô tô đỗ cửa, view hồ, trung tâm quận Hoàng Mai",6.9,40.0,172.5,,,Hoàng Mai,Hà Nội
"Siêu hiếm - bán nhà phố Đông Tác - 57m2 - 8 tầng - dòng tiền 600tr/năm - giá 8,95 tỷ",8.95,57.0,157.02,13,13,Đống Đa,Hà Nội
Bán nhà LK Ngô Thì Nhậm thang máy kinh doanh ngày đêm tiềm năng sinh lời giá đầu tư 40m2 13.3 tỷ,13.3,40.0,332.5,,,Hà Đông,Hà Nội
Bán nhà phân lô KĐT Văn Phú vị trí đẹp kinh doanh tốt tiềm năng sinh lời 40.5m2 giá 13.2 tỷ,13.2,40.5,325.93,,,Hà Đông,Hà Nội
"Bán nhà siêu rẻ cuối đường Bà Triệu, Lê Lợi ngay ngã 5 Hà Trì giá chỉ hơn 6tỷ 30m full nội thất",6.2,30.0,206.67,,,Hà Đông,Hà Nội
"HÀNG ĐỘC QUYỀN DUY NHẤT TRƯỜNG THỌ- HẺM XE HƠI- 2TẦNG 66M2- 3PN- 5,9TỶ- NHÀ MỚI THIẾT KẾ HIỆN ĐẠI",5.9,66.0,89.39,3,2,Thủ Đức,Hồ Chí Minh
"Bán Gấp HXH Lạc Long Quân thông hẻm 373 Lý Thường Kiệt. N4x11.5m xây 4 tầng, giá 6.9ty",6.9,46.0,150.0,4,4,Tân Bình,Hồ Chí Minh
"Bán tòa căn hộ dịch vụ 6 tầng thang máy 13 phòng khép kín, phố Nguyễn Đức Cảnh, quận Hoàng Mai",13.1,61.0,214.75,13,14,Hoàng Mai,Hà Nội
Bán nhà riêng chính chủ tại ngõ 110 Trần Duy Hưng đi vào (Trung Kính cũ),8.3,46.0,180.44,3,4,Cầu Giấy,Hà Nội
(Tin thật 100%) Bán nhà 72.3m2 x 7 tầng ở phố Lâm Hạ - Nội thất triệu đô - Đẳng cấp nhất Long Biên,30.6,72.3,423.24,5,6,Long Biên,Hà Nội
"Nhà bán chính chủ, giá 19 tỷ cách đường Phạm Văn Đồng 15m hẻm rộng xe tải",19.0,135.0,140.74,,,Gò Vấp,Hồ Chí Minh
"BAN NHÀ MỚI LÔ GÓC 5 TẦNG 30m2, MT 5m PHỐ XUÂN ĐỖ LONG BIÊN 4.75tỷ",4.75,30.0,158.33,3,4,Long Biên,Hà Nội
"Bán nhà ngõ 299 Hoàng Mai Đền Lừ 40mx5 tầng mới xây thang máy, cách ô tô 30m ngõ 2,8m 0984 842 *** CC",7.58,40.0,189.5,3,4,Hoàng Mai,Hà Nội
"Bán NR 90m2, 48 tỷ, 8PN, 7WC tại Linh Lang, Cống Vị, Ba Đình, HN giá tốt uy tín",48.0,90.0,533.33,8,7,Ba Đình,Hà Nội
"Toà chung cư mini, mặt ngõ ôtô, Q. Thanh Xuân, 65m2 x 7T, thang máy, dòng tiền 90tr/th, 16 tỷ",16.0,65.0,246.15,12,12,Thanh Xuân,Hà Nội
"Nhà MT sát chợ Hội An, đường Trương Minh Lượng view sông",12.2,68.0,179.41,2,3,Hội An,Quảng Nam
"Bán Nhà có thể Kinh Doanh ngõ 409 Kim Mã, ô tô đỗ. Diện tích 74m2, 4 tầng xây kiên cố",19.0,74.0,256.76,3,3,Ba Đình,Hà Nội
"CHÍNH CHỦ BÁN NHÀ NGÕ 59 HOÀNG CẦU, 7 TẦNG THANG MÁY, XÂY MỚI, NGÕ Ô TÔ, GẦN PHỐ GIÁ 15,3 TỶ",15.3,45.0,340.0,4,6,Đống Đa,Hà Nội
"Bán nhà 6/29 Bùi Thị Xuân p.2 Tân Bình ngay sân bay 3,5x8m 1T1L giá 3,5 tỷ",3.5,27.0,129.63,2,2,Tân Bình,Hồ Chí Minh
"Bán NR tại Đặng Thùy Trâm,Dịch Vọng, 22 tỷ, 65m2 - Nhà chất, vị trí xịn",22.0,65.0,338.46,,,Cầu Giấy,Hà Nội
ĐỘC NHẤT TÒA CHDV CẦU GIẤY- 100M2 - 9 NỔI -1 HẦM- DÒNG TIỀN 54 TỶ-28P- DÒNG TIỀN 250TR/THÁNG,54.0,100.0,540.0,28,28,Cầu Giấy,Hà Nội
Bán nhà khu Tên Lửa căn đôi 8 x 16,16.8,128.0,131.25,10,8,Bình Tân,Hồ Chí Minh
Cực hiếm nhà 2 tầng - khu dân cư đông đúc - ko quy hoạch - hẻm xe hơi đua nhau tới nhà,4.5,85.0,52.94,,,Nhà Bè,Hồ Chí Minh
"Chính chủ bán nhà ngõ 175 Bát Khối Tư Đình, Long Biên, cạnh công viên, full nội thất, LH 0931 411 ***",6.0,31.0,193.55,3,4,Long Biên,Hà Nội
"Bán nhà riêng 40m2 tại Kim Giang, Thanh Liệt, Thanh Trì, Hà Nội, giá cực chất 8 tỷ VND",8.0,40.0,200.0,4,3,Thanh Trì,Hà Nội
"Bán nhà đường Mỹ Đình mặt ngõ rộng, thang máy, thông sàn, kinh doanh tốt. 45m2, giá 11,5 tỷ",11.5,45.0,255.56,5,5,Nam Từ Liêm,Hà Nội
"Bán nhà riêng 41m2, 5tầng chỉ 4,6 tỷ tại Xã Di Trạch, Hoài Đức",4.6,41.0,112.2,3,4,Hoài Đức,Hà Nội
"Bán nhà 3 tầng, khu đồng bộ an ninh đường 5m, gần Metro, P. Trường Thọ, hoàn công chuẩn, vuông vức",7.2,61.4,117.26,3,4,Thủ Đức,Hồ Chí Minh
"Căn góc! Phố Phùng Chí Kiên, phân lô vip, ô tô tránh, 3 thoáng, kinh doanh đỉnh, văn phòng, 58m2*6T",13.5,58.0,232.76,,,Cầu Giấy,Hà Nội
"Nhà phố Phúc Hoa - Phú Thượng - An Dương Vương: 74m2x5T, MT: 4,8m, giá 24 tỷ, vỉa hè, oto tránh",24.0,74.0,324.32,5,6,Tây Hồ,Hà Nội
Chính chủ bán nhà Trương Định - Tân Mai - Hoàng Mai,13.2,66.0,200.0,,,Hoàng Mai,Hà Nội
Bán nhà Tân Hương khu vực kinh doanh mua bán sôi động 100m² giá chỉ 7.699 Tỷ,7.7,100.0,76.99,3,3,Tân Phú,Hồ Chí Minh
"Bán nhà trung tâm Phú Thượng, đường ô tô tránh, ô tô 7 chỗ vào nhà, view sân chơi thoáng vĩnh viễn",16.2,70.0,231.43,8,8,Tây Hồ,Hà Nội
"Hàng hiếm tại Lý Sơn 250m2 rẻ nhất khu vực đất thổ cư, vị trí siêu đẹp",2.95,250.0,11.8,,,Lý Sơn,Quảng Ngãi
"Bán nhà chính chủ HXH 1465 Lê Văn Lương, Nhơn Đức, Nhà Bè",1.95,40.0,48.75,2,3,Nhà Bè,Hồ Chí Minh
"Nhà phân lô, 7 tầng, thang máy Kim Đồng. Gần phố, ô tô tránh, dừng đỗ, vào nhà",21.85,55.0,397.27,5,5,Hoàng Mai,Hà Nội
"Bán nhà DTSD:73.8m², Trệt+1Lau, 2PN,2WC, Ngay Cầu Số 2, Lương Văn Can P15,Q8",2.78,36.9,75.34,2,3,Quận 8,Hồ Chí Minh
"Chính Chủ Cần Bán Nhà Hẻm 1/ Bùi Thị Xuân 28m2 Nhà 1 Lầu ( 2pn, 2wc). Ngay CV Hoàng Văn Thụ",3.5,28.0,125.0,2,2,Tân Bình,Hồ Chí Minh
"Bán nhà chính chủ hẻm 96 Đào Tông Nguyên, Phú Xuân, Nhà Bè",1.37,21.6,63.43,2,2,Nhà Bè,Hồ Chí Minh
SIÊU PHẨM TT QUẬN 10 KHU V.I.P CMT8 XE TẢI QUAY ĐẦU - CHỈ HƠN 150 TRIỆU/M2,23.3,120.0,194.17,7,,Quận 10,Hồ Chí Minh
"Bán Toà VP tại Khu Đấu Giá Yên Xá, nhà Xây mới từ đầu, 10 tầng 1 Tum,Thang Máy 850kg, xây thông san",39.9,132.0,302.27,10,10,Thanh Trì,Hà Nội
"Lô góc: Căn hộ dịch vụ Đống Đa, 52m2, 5 tầng, mặt tiền 5,5m. 11 phòng khép kín full nội thất",11.6,52.0,223.08,11,11,Thanh Xuân,Hà Nội
Nhà riêng Trịnh Đình Cửu -31m2 - Ô tô đỗ cửa - 1 nhà ra phố. Rất HIẾM - Khu vực đang tăng giá nhanh,8.9,31.0,287.1,4,5,Hoàng Mai,Hà Nội
"Bán căn hộ dịch vụ hẻm xe hơi 8m Cộng Hoà, P4, Tân Bình. 12PN, mới đủ giấy phép",14.5,63.0,230.16,12,12,Tân Bình,Hồ Chí Minh
"Tôi chính chủ bán nhà lê hồng phong, ngõ rộng-34m 4 tầng 6.3 tỷ",6.3,34.0,185.29,4,,Hà Đông,Hà Nội
Bán nhà riêng chính chủ 55m2 - 7.7 tỷ ô tô đỗ cửa - 663 Trương Định.,7.7,55.0,140.0,3,2,Hai Bà Trưng,Hà Nội
"CHÍNH CHỦ CẦN BÁN NHÀ 26/41 PHỐ THỊNH QUANG ĐỐNG ĐA: DT 50,4M2- LÔ GÓC MT 4.85M-9.8M- GIÁ 11.5 TỶ.",11.5,50.0,230.0,4,4,Đống Đa,Hà Nội
"Giảm giá 300 triệu, bán gấp nhà 1 trệt 1 lửng đúc kiên cố mới xây nằm cuối đường Huỳnh Văn Nghệ",1.75,100.0,17.5,3,2,Biên Hòa,Đồng Nai
Nhà 1 lầu 2 phòng ngủ Lê Văn Khương ngay Nhà Máy Bia Tiger chỉ 1.08 tỷ,1.08,20.0,54.0,2,,Quận 12,Hồ Chí Minh
"Nhà ngõ 43 phố Tư Đình bán, nhà ngay cạnh khu biệt thự Minh Tâm, đường cổ Linh.",14.5,68.0,213.24,6,4,Long Biên,Hà Nội
"Bán nhà ôtô, Huỳnh Văn Bánh Lê Văn Sỹ, DT: (4,1m x 16m), 3 lầu, Giá 11,6 tỷ",11.6,63.0,184.13,5,4,Phú Nhuận,Hồ Chí Minh
BÁN CĂN NHÀ 2 TẦNG TẠI ẤP 2-THẠNH PHÚ- VĨNH CỬU - ĐỒNG NAI(PHƯỜNG TÂN TRIỀU) CHỈ TỪ 800 TR SỞ HỮU.,2.19,90.0,24.33,3,2,Vĩnh Cửu,Đồng Nai
"Bán nhà vườn + quán cafe đang KD (chính chủ) tại Long Điền, Xã An Ngãi, H. Long Điền, BTVT",9.5,652.0,14.57,3,4,Long Đất,Bà Rịa Vũng Tàu
