Tiêu đề,Giá,Diện tích,Giá/m²,Phòng ngủ,WC,Địa điểm
"CHÍNH CHỦ, BÁN NHÀ, HOÀNG QUỐC VIỆT, CẦU GIẤY, 62M2, PHÂN LÔ, Ô TÔ VÀO NHÀ, LÔ GÓC, MẶT TIỀN 5,4M","19,5 tỷ",62 m²,"314,52 tr/m²",3 Phòng ngủ,2 WC,"Cầu Giấy, Hà Nội"
CỰC HIẾM TẢ THANH OAI 35m2 x 5 TẦNG NHÀ ĐẸP TỰ XÂY LÔ GÓC Ô TÔ ĐỖ CỬA TẶNG FULL NỘI THẤT GỖ XỊN,"5,9 tỷ",35 m²,"168,57 tr/m²",3 Phòng ngủ,4 WC,"Thanh Trì, Hà Nội"
"Chính chủ cần bán nhà tại đường Nguyễn Văn Cừ, TP Phan Thiết - Có thương lượng","2,3 tỷ",100 m²,23 tr/m²,,,"Phan Thiết, Bình Thuận"
"Hàng hiếm 1T2L đường Yên Thế, P. 2, Tân Bình. Chỉ 4 tỷ 780 . DT 49,8m2. Khu vip gần sân bay TSN","4,78 tỷ","49,8 m²","95,98 tr/m²",4 Phòng ngủ,5 WC,"Tân Bình, Hồ Chí Minh"
"Chính chủ bán nhà ngõ ô tô tránh 315 Trần Đại Nghĩa 47m2 x 2 tầng mt 4m 13,8 tỷ","13,8 tỷ",47 m²,"293,62 tr/m²",2 Phòng ngủ,1 WC,"Hai Bà Trưng, Hà Nội"
"Bán nhà Mới đẹp THANG MÁY - LÔ GÓC - Gần Phố Trần Cung , Phạm Văn Đồng :Dt 41m x6T giá 7.9 tỷ","7,9 tỷ",41 m²,"192,68 tr/m²",,,"Bắc Từ Liêm, Hà Nội"
Bán gấp nhà cấp 4 - phố Minh Khai - Hai Bà Trưng - lô góc - ô tô - kinh doanh - 88m2 - MT 3m8,"12,8 tỷ",88 m²,"145,46 tr/m²",4 Phòng ngủ,,"Hai Bà Trưng, Hà Nội"
Mình cần bán toà căn hộ dịch vụ đường lê hữu trác ( doanh thu 1ty3/năm) 3 mặt thoáng,19 tỷ,141 m²,"134,75 tr/m²",18 Phòng ngủ,18 WC,"Ngũ Hành Sơn, Đà Nẵng"
SIÊU HOT - CHỈ 5.X TỶ - 5 TẦNG MỚI - SÂN RỘNG - 20M RA Ô TÔ,"5,89 tỷ",30 m²,"196,33 tr/m²",3 Phòng ngủ,4 WC,"Hoàng Mai, Hà Nội"
SIÊU PHẨM PHỐ ĐỊNH CÔNG - Ô TÔ ĐỖ CỔNG - HAI THOÁNG - VÀI BƯỚC RA MẶT PHỐ - 55m2 - 6 tầng - hơn 10t,"11,8 tỷ",55 m²,"214,54 tr/m²",6 Phòng ngủ,4 WC,"Hoàng Mai, Hà Nội"
"Bán nhà Giải Phóng - Thanh Xuân, DT 41m x 5 tầng. Phân lô ô tô vào nhà, kinh doanh","15,4 tỷ",41 m²,"375,61 tr/m²",3 Phòng ngủ,3 WC,"Thanh Xuân, Hà Nội"
"Diện tích đẹp 9,2 dài 9,5 xây dựng 4 tầng có Gara oto trong nhà mà có 6tỷ9","6,9 tỷ","87,4 m²","78,95 tr/m²",4 Phòng ngủ,4 WC,"Nhà Bè, Hồ Chí Minh"
"Bán nhà CHDV Hai Bà Trưng Quận 1, diện tích 55m2 x 5 tầng thang máy, 7 phòng, ngõ rộng, chỉ 18 tỷ",18 tỷ,55 m²,"327,27 tr/m²",7 Phòng ngủ,,"Quận 1, Hồ Chí Minh"
Nhà đất đẹp &đầu tư sinh lời: Chính chủ cần bán đất kèm trường mầm non đường ngã Năm Nguyễn Khuyến,"5,1 tỷ",256 m²,"19,92 tr/m²",6 Phòng ngủ,3 WC,"Biên Hòa, Đồng Nai"
"Hàng hiếm tại Dân Lập, Dư Hàng Kênh, Lê Chân, Hải Phòng, 7,65 tỷ, 62 m2","7,65 tỷ",62 m²,"123,39 tr/m²",4 Phòng ngủ,4 WC,"Lê Chân, Hải Phòng"
Bán nhà 15m ra Ô tô TRUNG TÂM Tây Hồ. Diện tích 47m2. Giá tốt trong khu vực.,"11,29 tỷ",47 m²,"240,21 tr/m²",4 Phòng ngủ,4 WC,"Tây Hồ, Hà Nội"
"Ở hoặc tích sản - bán nhà chính chủ tại Chợ Bưởi, Ba Đình, Hà Nội","6,76 tỷ","43,4 m²","155,76 tr/m²",3 Phòng ngủ,,"Ba Đình, Hà Nội"
CHÍNH CHỦ CẦN BÁN NHÀ 4 TẦNG 1 TUM - VĂN QUÁN - HÀ ĐÔNG - 0982 128 ***,"7,38 tỷ",31 m²,"238,06 tr/m²",3 Phòng ngủ,3 WC,"Hà Đông, Hà Nội"
"Bán nhà (4.1*22) Hẻm xe tải thông, đường Khuông Việt - Tân Phú, giá 8.5 tỷ","8,5 tỷ",90 m²,"94,44 tr/m²",,,"Tân Phú, Hồ Chí Minh"
"Bán tòa CHDV Dương Quảng Hàm, Cầu Giấy, 8PNKK, 2 mặt ngõ, PCCC chỉ 8.85 tỷ thu 45tr/th","8,85 tỷ",49 m²,"180,61 tr/m²",8 Phòng ngủ,,"Cầu Giấy, Hà Nội"
"NHÀ ĐẸP LIỀN KỀ KĐT VĂN PHÚ, 2 Ô TÔ TRÁNH NHAU, GARA, VỈA HÈ, THANG MÁY, DT 80m2 x 6 TẦNG, MT 4.5m,","17,9 tỷ",80 m²,"223,75 tr/m²",,,"Hà Đông, Hà Nội"
"BÁN 130M2 MẶT TIỀN THỤT ĐƯỜNG MAN THIỆN, THỦ ĐỨC, HẺM 8M, NGANG 5M , GIÁ NHỈNH 7 TỶ TL",7 tỷ,130 m²,"53,85 tr/m²",2 Phòng ngủ,2 WC,"Quận 9, Hồ Chí Minh"
Bán căn 5 tầng thang máy ngay Ngô Thì Nhậm - Ngã tư Văn Phú đường ô tô tránh kinh doanh nhỏ 50m2,"11,8 tỷ",50 m²,236 tr/m²,,,"Hà Đông, Hà Nội"
"Hàng độc, bán tòa CHDV Mỹ Đình, cam kết ô tô đỗ cửa, 48m2 x5T- 9PNKK chỉ 8.x tỷ thu 45tr/th","8,9 tỷ",48 m²,"185,42 tr/m²",9 Phòng ngủ,,"Nam Từ Liêm, Hà Nội"
"Bán nhà 5 tầng Phố Triều Khúc, 33m, 3 PN, 1 PT và sân phơi, 20m ra ô tô tránh, sổ đỏ chính chủ","6,8 tỷ",33 m²,"206,06 tr/m²",3 Phòng ngủ,4 WC,"Thanh Trì, Hà Nội"
Siêu phẩm đường Láng - nhà phân lô 5 tầng đẹp ở luôn nhỉnh 7 tỷ hiếm,"7,45 tỷ",35 m²,"212,86 tr/m²",3 Phòng ngủ,3 WC,"Đống Đa, Hà Nội"
"Bán nhà VIP Vũ Tông Phan, 50m2 X 7 Tầng, Thang Máy, Ô Tô Vào Nhà, Ngõ rộng 5m, 20m Ra Phố Bên Sông","17,3 tỷ",50 m²,346 tr/m²,4 Phòng ngủ,5 WC,"Thanh Xuân, Hà Nội"
Nhà 4 tầng xe hơi đậu cửa Ni Sư Huỳnh Liên P.10 Tân Bình 2PN 2WC giá 3tỷ150. Gần chợ Tân Bình,"3,15 tỷ",16 m²,"196,88 tr/m²",2 Phòng ngủ,2 WC,"Tân Bình, Hồ Chí Minh"
"(F0 - dân tự xây 7 tầng) 500m chạy bộ tới Aeon Mall, phân lô, ô tô tránh, có vỉa hè, thang máy xịn",16 tỷ,50 m²,320 tr/m²,7 Phòng ngủ,5 WC,"Hà Đông, Hà Nội"
"Giá rẻ, Đối diện trường học Hoàng Hoa Thám. Bán nhà Vĩnh Phúc, 46.1m2, 4 tầng","6,86 tỷ","46,1 m²","148,81 tr/m²",4 Phòng ngủ,,"Ba Đình, Hà Nội"
"Bán nhà Ngọc Thụy dân xây 46m2, 4 tầng MT 4,5m sổ đỏ vuông đẹp gần ô tô không tranh chấp","5,5 tỷ",46 m²,"119,56 tr/m²",4 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
Siêu Phẩm toà nhà Văn Phòng - Gara Ôtô - 7 Tầng - Thang Máy - Dòng Tiền Đỉnh - Nhà Mới Keeng,"23,5 tỷ",55 m²,"427,27 tr/m²",8 Phòng ngủ,7 WC,"Đống Đa, Hà Nội"
"Chính chủ bán nhà ngõ Lệnh Cư Khâm Thiên Đống Đa 30m2 x 5 tầng. Giá chỉ 3,8 tỷ. Đầu tư cho thuê 15t","3,8 tỷ",30 m²,"126,67 tr/m²",3 Phòng ngủ,3 WC,"Đống Đa, Hà Nội"
"Bán nhà riêng 60m2 tại Lê Lợi - Hà Đông, Hà Nội, phù hợp xây chung cư mini cho thuê dòng tiền.","13,8 tỷ",60 m²,230 tr/m²,2 Phòng ngủ,1 WC,"Hà Đông, Hà Nội"
Siêu phẩm hiếm có quận Đống Đa DT 68m2 mặt tiền 4m ô tô vào nhà không có căn thứ 2!,"13,8 tỷ",68 m²,"202,94 tr/m²",4 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
"Bán nhà lô góc ngõ 41 Thái Hà, 61m2, 5 tầng, mt 4.5m, 9 phòng khép kín. 10m ra ô tô. 0987 345 ***","12,5 tỷ",61 m²,"204,92 tr/m²",9 Phòng ngủ,9 WC,"Đống Đa, Hà Nội"
"Cực gần Royal! Bán nhà phố Vũ Tông Phan, ÔTÔ đỗ cửa, 2 thoáng vĩnh viễn, thang máy, 38m*4PN *6 tầng","10,2 tỷ",38 m²,"268,42 tr/m²",4 Phòng ngủ,,"Thanh Xuân, Hà Nội"
"Bán nhà tòa nhà CHDV 562 Láng 80m2 x 7tầng, thang máy, dòng tiền 100tr/th 0987 345 ***","18,5 tỷ",80 m²,"231,25 tr/m²",15 Phòng ngủ,12 WC,"Đống Đa, Hà Nội"
"Phân lô phố Nguyễn An Ninh quận Hai Bà, 5 tầng mới DT rộng, gần phố Đại La, ngã tư Vọng, ĐH Kinh Tế","9,2 tỷ",48 m²,"191,67 tr/m²",6 Phòng ngủ,4 WC,"Hai Bà Trưng, Hà Nội"
"Giá 5,45 tỷ, gần cầu Long Kiểng, DT 5.5x15m","5,45 tỷ",81 m²,"67,28 tr/m²",3 Phòng ngủ,2 WC,"Nhà Bè, Hồ Chí Minh"
BÁN NHÀ PHÂN LÔ VIP KIM NGƯU 60M² x 5 TẦNG MẶT TIỀN 4.8M Ô TÔ TRÁNH VỈA HÈ KINH DOANH,12 tỷ,69 m²,"173,91 tr/m²",4 Phòng ngủ,4 WC,"Hai Bà Trưng, Hà Nội"
BÁN NHÀ PHỐ LÊ TRỌNG TẤN Ô TÔ TRÁNH KINH DOANH,"13,5 tỷ",46 m²,"293,48 tr/m²",4 Phòng ngủ,3 WC,"Hoàng Mai, Hà Nội"
"4x18 (công nhận 67,4m2) trệt 3 lầu nhà hẻm xe tải thông 141// đường 28 P6 Gò Vấp","7,95 tỷ","67,4 m²","117,95 tr/m²",4 Phòng ngủ,3 WC,"Gò Vấp, Hồ Chí Minh"
"Chưa đến 100tr/m2. P21, Bình Thạnh, Xô Viết Nghệ Tĩnh. Đoạn 2chiều ngay cầu Thị Nghè Q1. 60m2 5,9tỷ","5,9 tỷ",60 m²,"98,33 tr/m²",4 Phòng ngủ,,"Bình Thạnh, Hồ Chí Minh"
"Chính chủ cần bán gấp nhà khu vực phố Vũ Phạm Hàm, Cầu Giấy, HN","13,4 tỷ",36 m²,"372,22 tr/m²",6 Phòng ngủ,3 WC,"Cầu Giấy, Hà Nội"
"Chính chủ bán tòa căn hộ An Dương Vương, P. Phú Thượng, Tây Hồ, Hà Nội 100m2x8T dòng tiền 100tr/th",24 tỷ,"99,3 m²","241,69 tr/m²",20 Phòng ngủ,24 WC,"Tây Hồ, Hà Nội"
"Chính chủ bán gấp nhà 5 tầng, DT 50m2, MT 4,2m, Nguyễn Văn Cừ , ô tô vào nhà","11,3 tỷ",50 m²,226 tr/m²,5 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
BÁN NHÀ MẶT NGÕ Ô TÔ TRÁNH 6 TẦNG THANG MÁY NGAY CỬA NGÕ VINHOMES PHÚC LỢI DÒNG TIỀN TỐT,"8,5 tỷ",52 m²,"163,46 tr/m²",6 Phòng ngủ,,"Long Biên, Hà Nội"
"Mặt phố trung tâm Cầu Giấy 85m2, MT 8.5m, giá đẹp 26.9tỷ - KQH - sổ đẹp","26,9 tỷ",85 m²,"316,47 tr/m²",3 Phòng ngủ,3 WC,"Cầu Giấy, Hà Nội"
"Chính chủ cần bán gấp nhà riêng tại Hiệp Bình Chánh, Thủ Đức.","14,5 tỷ",80 m²,"181,25 tr/m²",6 Phòng ngủ,5 WC,"Thủ Đức, Hồ Chí Minh"
"Bán gấp nhà riêng phố Xã Đàn 54m 7Tg MT 4,0m hơn 16,8 tỷ ôtô Kinh Doanh thang máy.","16,8 tỷ",54 m²,"311,11 tr/m²",7 Phòng ngủ,6 WC,"Đống Đa, Hà Nội"
"Bán Nhà MỚI ĐẸP CHDV 6 Phòng 24tr/Tháng Hoàn Công, Lê Trọng Tấn gần AEON Tân Phú GIÁ CHỈ 5 tỷ9999",6 tỷ,73 m²,"82,19 tr/m²",6 Phòng ngủ,,"Tân Phú, Hồ Chí Minh"
"HẠ 4tỷ Nhà Quận 3 Giá Tân Bình .Có Nguồn Thu Nhập Khủng. Bán nhà HXH khu vip Lê Văn Sỹ, Phường 12","13,45 tỷ",72 m²,"186,81 tr/m²",8 Phòng ngủ,9 WC,"Quận 3, Hồ Chí Minh"
"Căn hộ dịch vụ vua dòng tiền 200 triệu/ tháng, mặt tiền ,Phạm văn Chiêu, 10 x 45 =450 m2, 55 tỷ.",55 tỷ,450 m²,"122,22 tr/m²",55 Phòng ngủ,56 WC,"Gò Vấp, Hồ Chí Minh"
"Quá hiếm - HXH 7m Nguyễn Trọng Tuyển - Phường 10 - Phú Nhuận. DT: 76,4m2(4x19m) 5 tầng+8PN. 14,2tỷ","14,2 tỷ","76,4 m²","185,86 tr/m²",8 Phòng ngủ,6 WC,"Phú Nhuận, Hồ Chí Minh"
"Bán gấp nhà số 155/1/ hẻm xe hơi đường Số 28 (đi hẻm 141/30), Phường 6, Gò Vấp, Hồ Chí Minh","7,95 tỷ","67,4 m²","117,95 tr/m²",4 Phòng ngủ,3 WC,"Gò Vấp, Hồ Chí Minh"
Nhà chính chủ bán cạnh chợ Rạch Kiến,"1,45 tỷ",72 m²,"20,14 tr/m²",2 Phòng ngủ,1 WC,"Cần Đước, Long An"
Nhà Lạc Long Quân - trung tâm - ba bước ra Hồ Tây lộng gió - kinh doanh - thang máy nhập khẩu - 50m,"11,5 tỷ",50 m²,230 tr/m²,,,"Cầu Giấy, Hà Nội"
"Chuyển nhượng nhà đất mặt tiền góc đường số 39 & 10, P. Bình Trưng Tây, Quận 2, rẻ vô địch",33 tỷ,435 m²,"75,86 tr/m²",,,"Quận 2, Hồ Chí Minh"
HIẾM - TÂY HỒ - CẦU GIẤY - NGÕ THÔNG - Ô TÔ TRÁNH - KINH DOANH - GIÁ RẺ NHẤT PHÂN KHÚC - 51M 11T,"11,8 tỷ",51 m²,"231,37 tr/m²",,,"Cầu Giấy, Hà Nội"
Bán nhà Hẻm Ô tô Nguyễn Sơn- Lê Cảnh Tuan -66m2- 4x17 - 5 tầng- 6PN - 6wc nhà mới chỉ hơn 7 tỷ xíu,"7,2 tỷ",66 m²,"109,09 tr/m²",6 Phòng ngủ,6 WC,"Tân Phú, Hồ Chí Minh"
"Bán nhà mới đẹp gần Làng đại học Dĩ An, 72m2, 3.83 tỷ TL","3,83 tỷ",72 m²,"53,19 tr/m²",,,"Dĩ An, Bình Dương"
"Nhà độc quyền góc 2 mặt tiền Phạm Văn Hai 5x16m, 5 lầu, có sẵn HDT 40tr/th giá chỉ 14.5tỷ còn TL","14,5 tỷ",80 m²,"181,25 tr/m²",10 Phòng ngủ,11 WC,"Tân Bình, Hồ Chí Minh"
"BÁN NHÀ 5 TẦNG, 3 PHÒNG NGỦ- 20M OTO TRÁNH- 50M RA MẶT PHỐ LẠC LONG QUÂN . 8.9 Tỷ","8,9 tỷ",38 m²,"234,21 tr/m²",3 Phòng ngủ,,"Tây Hồ, Hà Nội"
"Chính chủ bán nhà đẹp siêu hiếm Ông Ích Khiêm, khu vực vip nhất Ba Đình, 30m2 x 5 tầng, 11.5 tỷ.","11,5 tỷ",30 m²,"383,33 tr/m²",4 Phòng ngủ,4 WC,"Ba Đình, Hà Nội"
"NHÀ LÊ VĂN SỸ Q.3 CHỈ 10M, HXH THÔNG, 40M2, NHÀ MỚI 5 TẦNG BTCT CHỈ 6 TỶ",6 tỷ,40 m²,150 tr/m²,5 Phòng ngủ,,"Quận 3, Hồ Chí Minh"
"Bán căn góc 2 mặt tiền đường, 6 tầng 5PN 6WC có thang máy, phường Phước Long, Nha Trang, Khánh Hòa","8,9 tỷ","69,5 m²","128,06 tr/m²",5 Phòng ngủ,5 WC,"Nha Trang, Khánh Hòa"
"Bán nhà riêng 12,8 tỷ, 38m2, 3PN, 3WC tại Vương Thừa Vũ, P. Thanh Xuân Bắc, Q. Thanh Xuân, HN","12,8 tỷ",38 m²,"336,84 tr/m²",3 Phòng ngủ,3 WC,"Thanh Xuân, Hà Nội"
"278,6m2 ngang 13m nhà cấp 4 góc 2 mặt đường nhà Hòn Nghê, Vĩnh Ngọc, Nha Trang giá chỉ 14tr/m2","3,9 tỷ","278,6 m²",14 tr/m²,3 Phòng ngủ,2 WC,"Nha Trang, Khánh Hòa"
"Gấp! Phố Trung Kính, ô tô tải thông, 2 mặt ngõ, gara, thang máy, vừa ở vừa KD, 87m2*7T","23,5 tỷ",87 m²,"270,12 tr/m²",,,"Cầu Giấy, Hà Nội"
"Chính chủ cần bán nhà 24m2 1trệt 1lầu chỉ 600tr. Phường Thạnh Xuân, Quận 12 gần Ngã Tư Ga",610 triệu,24 m²,"25,42 tr/m²",2 Phòng ngủ,1 WC,"Quận 12, Hồ Chí Minh"
"Chính chủ bán nhà riêng mới xây ngay sau cây xăng số 12 cổng chào Tân Mỹ Chánh, Mỹ Tho, Tiền Giang","1,97 tỷ",95 m²,"20,74 tr/m²",3 Phòng ngủ,2 WC,"Mỹ Tho, Tiền Giang"
"Bán nhà cấp 4 , dt 94 m2 nhà đầu tiên của hẻm 471 Nguyễn Tất Thành - Đà Nẵng","3,75 tỷ",94 m²,"39,89 tr/m²",,,"Thanh Khê, Đà Nẵng"
Bán KS Hiệp Thành 260m2 8tầng thu nhập 350tr tháng. Ngân hàng cho vay 28tỷ,33 tỷ,260 m²,"126,92 tr/m²",55 Phòng ngủ,56 WC,"Quận 12, Hồ Chí Minh"
"Bán nhà phân lô Phạm Tuấn Tài, ôtô cất trong, ở sướng, vị trí vàng, kdoanh đẹp, 58m2*5T.Giá 17,8 tỷ","17,8 tỷ",58 m²,"306,9 tr/m²",,,"Cầu Giấy, Hà Nội"
Nhà HXH 14/25 đường Số 5 BHH trệt 2 lầu 5 tỷ 250 TL,"5,25 tỷ",48 m²,"109,38 tr/m²",3 Phòng ngủ,3 WC,"Bình Tân, Hồ Chí Minh"
"Nhà siêu vị trí góc 2 mặt tiền, giá đầu tư tốt, ngang 12m x 22m đường Lê Văn Sỹ",42 tỷ,264 m²,"159,09 tr/m²",,,"Quận 3, Hồ Chí Minh"
"Bán toà CCMN phố Trần Cung 61m2 6.5T MT 7m 13.5 tỷ, cho thuê 55tr/th","13,5 tỷ",61 m²,"221,31 tr/m²",13 Phòng ngủ,13 WC,"Bắc Từ Liêm, Hà Nội"
"Cần bán nhà Văn Quán, Hà Đông 45m2x4 tầng, giá 9.3 tỷ, ô tô đỗ cửa , kinh doanh, 2 thoáng.","9,3 tỷ",45 m²,"206,67 tr/m²",,,"Hà Đông, Hà Nội"
CHÍNH CHỦ NHỜ BÁN NHÀ XA LA- PHÙNG HƯNG- VIỆN 103 - SÁT VÁCH KĐT XA LA- Ô TÔ.,"11,9 tỷ",45 m²,"264,44 tr/m²",4 Phòng ngủ,3 WC,"Hà Đông, Hà Nội"
"bán nhà riêng tại Ngọc Động, Đa Tốn, Gia Lâm, Hà Nội 79 triệu, 164.3m2","12,98 tỷ","164,3 m²",79 tr/m²,3 Phòng ngủ,1 WC,"Gia Lâm, Hà Nội"
Nhà mới đẹp full thổ cư. Phường mới Tân Triều - TP. Biên Hòa,"1,75 tỷ",100 m²,"17,5 tr/m²",3 Phòng ngủ,2 WC,"Vĩnh Cửu, Đồng Nai"
"Hạ chào 1 tỷ, bán nhanh nhà 7 tầng Thang Máy, đầy đủ PCCC, 11 phòng KK, tại Xuân La, sát ĐH Nội Vụ","14,48 tỷ",55 m²,"263,27 tr/m²",11 Phòng ngủ,11 WC,"Bắc Từ Liêm, Hà Nội"
Bán gấp mặt ngõ Ngọc Thụy gara ô tô 32m2 5T đủ công năng full nội thất nhỉnh 7 tỷ,"7,4 tỷ",32 m²,"231,22 tr/m²",4 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
"Chính chủ Bán riêng tại 236/49/47 Đại Từ, 8,3 tỷ, 43m2x 4,5 tầng","8,3 tỷ",43 m²,"193,02 tr/m²",4 Phòng ngủ,3 WC,"Hoàng Mai, Hà Nội"
"Bán nhà ngõ 180 Hoàng Quốc Việt, 2 ô tô tránh, thang máy, lô góc, nhà mới đẹp. DT 76m2, 21.5 tỷ","21,5 tỷ",76 m²,"282,9 tr/m²",,,"Cầu Giấy, Hà Nội"
"Bán căn hộ Dịch vụ, sau trường cao đẳng Vinatex, Linh Đông,Giá 10,2 tỷ thương lượng 9PN 9WC hẻm oto","10,2 tỷ","70,6 m²","144,48 tr/m²",9 Phòng ngủ,9 WC,"Thủ Đức, Hồ Chí Minh"
Chính chủ cần bán gấp căn nhà mới tâm huyết,"1,75 tỷ",100 m²,"17,5 tr/m²",3 Phòng ngủ,2 WC,"Vĩnh Cửu, Đồng Nai"
"Bán nhà Chính chủ Đường Bàu Năng, Liên Chiểu 88m 3 tầng mặt tiền 5m nội thất đẹp hơn 6 tỷ(ảnh thật)","6,2 tỷ",88 m²,"70,46 tr/m²",3 Phòng ngủ,3 WC,"Liên Chiểu, Đà Nẵng"
Bán nhà mới xây ngay tại TP. Biên Hòa,"1,75 tỷ",100 m²,"17,5 tr/m²",3 Phòng ngủ,2 WC,"Vĩnh Cửu, Đồng Nai"
Nguỵ Như Kon Tum - Toà VP - 9 tầng thang máy - phân lô Thanh Xuân - mặt tiền rộng - ô tô tránh đỗ,"36,8 tỷ",70 m²,"525,71 tr/m²",9 Phòng ngủ,9 WC,"Thanh Xuân, Hà Nội"
"Bán nhà riêng tại Tôn Thất Tùng, 25 tỷ, 80m2, 5PN, 4WC, 4 tầng",25 tỷ,80 m²,"312,5 tr/m²",5 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
"Bán nhà tại Ngõ 52/37 Gia Quất, Thượng Thanh, Long Biên, Hà Nội, 6 tỷ, 50m2","6,3 tỷ",51 m²,"123,53 tr/m²",2 Phòng ngủ,1 WC,"Long Biên, Hà Nội"
"Bán nhà phố Kim Ngưu quận Hai Bà Trưng, ngõ rộng gần phố, sân để xe riêng biệt 46m, 7x tỷ","7,9 tỷ",46 m²,"171,74 tr/m²",4 Phòng ngủ,4 WC,"Hai Bà Trưng, Hà Nội"
"Chính chủ bán nhà tại Bình Thạnh tại 232/5/23 đường Bình Lợi, 10,6tỷ HXH 12m thông. Gần ĐH Văn Lang","10,6 tỷ",67 m²,"158,21 tr/m²",4 Phòng ngủ,5 WC,"Bình Thạnh, Hồ Chí Minh"
"Bán nhà riêng 75,91m2 tại phố Giảng Võ, khu vực đất vàng, đối diện Vinhomes Giảng Võ xem là chốt!","27,5 tỷ","75,91 m²","362,27 tr/m²",6 Phòng ngủ,6 WC,"Đống Đa, Hà Nội"
BÁN NHÀ KHU ĐÔ THỊ LÊ HỒNG PHONG 1 ( HÀ QUANG 1) - ĐỐI DIỆN CÔNG VIÊN- CÓ THANG MÁY - GIÁ 8ty5,"8,5 tỷ",85 m²,100 tr/m²,4 Phòng ngủ,4 WC,"Nha Trang, Khánh Hòa"
"Bán nhà Bùi Xương Trạch, DT 50m2 x 7T, ngõ oto tránh, trước nhà oto quay đầu, thang máy, 15 tỷ 8","15,8 tỷ",50 m²,316 tr/m²,,,"Thanh Xuân, Hà Nội"
"Bán nhà riêng 5 tầng CC nhờ bán DT 88,37m2, full thổ cư, thang máy ô chờ, phải thật nhanh mới","10,9 tỷ","88,37 m²","123,34 tr/m²",6 Phòng ngủ,5 WC,"Chương Mỹ, Hà Nội"
"Bán nhà riêng diện tích 37m2, đường Nguyễn Đổng Chi (miễn trung gian)","9,25 tỷ",37 m²,250 tr/m²,4 Phòng ngủ,2 WC,"Nam Từ Liêm, Hà Nội"
NHÀ ĐẸP GIÁP BÁT - 6 TẦNG THANG MÁY - 8.6 TỶ - NỘI THẤT XỊN XÒ - NGÕ RỘNG THOÁNG,"8,6 tỷ",36 m²,"238,89 tr/m²",3 Phòng ngủ,5 WC,"Hoàng Mai, Hà Nội"
"Bán nhà riêng 186m2, 8,6 tỷ tại Thới An, Quận 12, HCM","8,6 tỷ",186 m²,"46,24 tr/m²",2 Phòng ngủ,1 WC,"Quận 12, Hồ Chí Minh"
Chủ cần tiền gửi bán dãy phòng trọ mặt tiền đường số đường Lê Đức Thọ,"15,5 tỷ",220 m²,"70,46 tr/m²",10 Phòng ngủ,10 WC,"Gò Vấp, Hồ Chí Minh"
"Gấp! 52m2 hẻm 3,5m Hoàng Hoa Thám P.13 quận Tân Bình ngay nhà ga T3, 4x13m, trệt lầu giá 6,85 tỷ","6,85 tỷ",52 m²,"131,73 tr/m²",,,"Tân Bình, Hồ Chí Minh"
"Hot! Xuất ngoại bán gấp HXH Lý Thường Kiệt phường 7 quận Tân Bình, DT: 4x21m trệt, giá 8,35 tỷ","8,35 tỷ",85 m²,"98,24 tr/m²",,,"Tân Bình, Hồ Chí Minh"
"Bán nhà phố Trần Duy Hưng, 86m2, 10 tầng, mặt tiền 6,6m, đang cho thuê 150 tr/1 tháng, giá 27 tỷ",27 tỷ,86 m²,"313,95 tr/m²",10 Phòng ngủ,,"Cầu Giấy, Hà Nội"
"Cần bán nhà 3 tầng phố Tô Vĩnh Diện, Thanh Xuân. Oto đỗ cửa.","13,9 tỷ",50 m²,278 tr/m²,4 Phòng ngủ,4 WC,"Thanh Xuân, Hà Nội"
"Bán Nhà Riêng tại Cư Xá Lữ Gia, 14,5 tỷ, 57 m2, giá cực chất","14,5 tỷ",57 m²,"254,39 tr/m²",2 Phòng ngủ,1 WC,"Quận 11, Hồ Chí Minh"
"Chính chủ bán nhà khu Trần Não, Bình An, Quận 2, diện tích đất 159m2, giá 19 tỷ 9 LH: 0906 327 ***","19,9 tỷ",159 m²,"125,16 tr/m²",3 Phòng ngủ,2 WC,"Quận 2, Hồ Chí Minh"
"(Chuẩn) Bán nhà Khương Đình SĐCC, ngõ nông 1 ngoặt, DT 37m2x4 tầng, 6PN, 2 thoáng, giá 5.5 tỷ","5,5 tỷ",37 m²,"148,65 tr/m²",6 Phòng ngủ,3 WC,"Thanh Xuân, Hà Nội"
"Cực hiếm! Nhà phân lô Hoàng Quốc Việt, Nghĩa Đô, ô tô tránh, thang máy, gara, mặt tiền lớn, 75m2x6t",22 tỷ,75 m²,"293,33 tr/m²",,6 WC,"Cầu Giấy, Hà Nội"
"CHÍNH CHỦ BÁN CĂN NHÀ QUANG TRUNG - NGAY NGÃ 5 CHUỒNG CHÓ DIỆN TÍCH 73M2, GIÁ 7,5TỶ 0946,746,009","7,5 tỷ",73 m²,"102,74 tr/m²",2 Phòng ngủ,2 WC,"Gò Vấp, Hồ Chí Minh"
